   45.9626656       18.9472561    
   46.1924782       18.9434013    
   46.4222908       18.9385681    
   46.6521034       18.9327488    
   46.8819199       18.9259529    
   47.1117325       18.9181747    
   47.3415451       18.9094143    
   47.5713577       18.8996773    
   47.8011703       18.8889561    
   48.0309830       18.8772507    
   48.2607956       18.8645687    
   48.4906082       18.8509045    
   48.7204247       18.8362598    
   48.9502373       18.8206348    
   49.1800499       18.8040295    
   49.4098625       18.7864361    
   49.6396751       18.7678680    
   49.8694878       18.7483196    
   50.0993080       18.7277870    
   50.3291206       18.7062740    
   50.5589333       18.6837826    
   50.7887459       18.6603088    
   51.0185585       18.6358490    
   51.2483711       18.6104145    
   51.4781837       18.5839977    
   51.7080002       18.5566025    
   51.9378128       18.5282230    
   52.1676254       18.4988613    
   52.3974380       18.4685192    
   52.6272507       18.4371967    
   52.8570633       18.4048958    
   53.0868759       18.3716106    
   53.3166924       18.3373451    
   53.5465050       18.3020973    
   53.7763176       18.2658710    
   54.0061302       18.2286644    
   54.2359428       18.1904755    
   54.4657555       18.1513042    
   54.6955681       18.1111546    
   54.9253807       18.0700188    
   55.1551971       18.0279083    
   55.3850098       17.9848137    
   55.6148224       17.9407387    
   55.8446350       17.8956833    
   56.0744514       17.8496456    
   56.3042679       17.8026257    
   56.5340805       17.7546253    
   56.7638931       17.7056446    
   56.9937057       17.6556835    
   57.2235184       17.6047440    
   57.4533310       17.5528202    
   57.6831436       17.4999180    
   57.9129601       17.4460297    
   58.1427727       17.3911629    
   58.3725853       17.3353176    
   58.6023979       17.2784882    
   58.8322105       17.2206802    
   59.0620232       17.1618919    
   59.2918358       17.1021156    
   59.5216484       17.0413666    
   59.7514648       16.9796333    
   59.9812775       16.9169197    
   60.2110901       16.8532257    
   60.4409027       16.7885437    
   60.6707153       16.7228889    
   60.9005280       16.6562500    
   61.1303406       16.5886345    
   61.3601532       16.5200348    
   61.5899696       16.4504509    
   61.8197861       16.3798904    
   62.0495987       16.3083420    
   62.2794113       16.2358170    
   62.5092239       16.1623154    
   62.7390404       16.0878296    
   62.9688530       16.0123634    
