 47.690678 13.452636
 47.844479 13.373693
 47.998077 13.293698
 48.151470 13.212648
 48.304661 13.130543
 48.457649 13.047379
 48.610435 12.963158
 48.763023 12.877875
 48.915409 12.791532
 49.067596 12.704124
 49.219582 12.615652
 49.371368 12.526113
 49.522957 12.435505
 49.674347 12.343827
 49.825539 12.251079
 49.976536 12.157257
 50.127335 12.062361
 50.277939 11.966388
 50.428349 11.869336
 50.578560 11.771204
 50.728577 11.671990
 50.878403 11.571693
 51.028034 11.470310
 51.177471 11.367840
 51.326717 11.264280
 51.475769 11.159630
 51.624630 11.053886
 51.773300 10.947047
 51.921780 10.839111
 52.070068 10.730077
 52.218170 10.619941
 52.366081 10.508701
 52.513805 10.396357
 52.661343 10.282905
 52.808689 10.168344
 52.955849 10.052670
 53.102821  9.935884
 53.249611  9.817982
 53.396214  9.698961
 53.542629  9.578820
 53.688862  9.457557
 53.834911  9.335168
 53.980774  9.211652
 54.126453  9.087007
 54.271950  8.961229
 54.417267  8.834317
 54.562401  8.706268
 54.707352  8.577080
 54.852123  8.446750
 54.996712  8.315275
 55.141121  8.182653
 55.285351  8.048882
 55.429401  7.913959
 55.573273  7.777881
 55.716965  7.640646
 55.860481  7.502250
 56.003819  7.362691
 56.146980  7.221967
 56.289967  7.080075
 56.432774  6.937011
 56.575405  6.792774
 56.717861  6.647359
 56.860146  6.500765
 57.002254  6.352989
 57.144188  6.204026
 57.285950  6.053875
 57.427536  5.902532
 57.568951  5.749995
 57.710194  5.596260
 57.851265  5.441323
 57.992165  5.285183
 58.132893  5.127835
 58.273449  4.969277
 58.413837  4.809505
 58.554054  4.648517
 58.694103  4.486307
 58.833981  4.322874
 58.973690  4.158214
 59.113232  3.992323
 59.252605  3.825199
 59.391811  3.656837
 59.530849  3.487234
 59.669724  3.316386
 59.808430  3.144290
 59.946972  2.970942
 60.085346  2.796339
 60.223557  2.620476
 60.361603  2.443351
 60.499485  2.264959
 60.637203  2.085296
 60.774757  1.904359
 60.912148  1.722143
 61.049377  1.538645
 61.186443  1.353860
 61.323349  1.167785
 61.460091  0.980416
 61.596672  0.791748
 61.733093  0.601777
 61.869354  0.410500
 62.005455  0.217911
 62.141396  0.024007
 62.277176 -0.171217
